Name,Speed,Modules,First Word Latency,CAS Latency,Rating,Price
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12,36,106,439.99
Corsair Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,10,16,78,219.99
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12,36,23,413.99
Crucial Pro Overclocking 32 GB,DDR5-6000,2 x 16GB,12,36,63,398.74
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10,16,516,164.99
Crucial Pro 32 GB,DDR5-6400,2 x 16GB,11,38,2,349.99
Corsair Vengeance RGB 16 GB,DDR5-5200,2 x 8GB,15,40,2,224.99
Silicon Power GAMING 16 GB,DDR4-3200,2 x 8GB,10,16,68,114.97
Patriot Viper Elite 5 16 GB,DDR5-6000,1 x 16GB,10,30,4,199.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12,36,8,404.57
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,12,36,118,432.99
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,10,30,25,1154.99
Crucial Pro Overclocking 32 GB,DDR5-6400,2 x 16GB,10,32,2,374.99
G.Skill Ripjaws V 16 GB,DDR4-3200,2 x 8GB,10,16,237,154.99
Kingston FURY Beast 128 GB,DDR4-3600,4 x 32GB,10,18,1,1929.54
Kingston FURY Beast 32 GB,DDR5-6000,2 x 16GB,10,30,34,450
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-6000,2 x 8GB,12,38,3,219.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,10,30,134,479.99
G.Skill Trident Z5 RGB 128 GB,DDR5-6400,2 x 64GB,11,36,0,2999.99
Crucial Pro 64 GB,DDR5-6000,2 x 32GB,13,40,5,629.99
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10,16,22,148.99
Corsair Vengeance 16 GB,DDR5-5200,2 x 8GB,15,40,6,264.99
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,10,30,57,929.99
Kingston FURY Beast 8 GB,DDR4-3200,1 x 8GB,10,16,0,85.5
Silicon Power GAMING 32 GB,DDR4-3200,2 x 16GB,10,16,27,196.97
Corsair Vengeance RGB Pro 16 GB,DDR4-3200,2 x 8GB,10,16,386,231.23
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,10,30,123,479.99
TEAMGROUP T-Force Vulcan 16 GB,DDR5-6000,2 x 8GB,12,38,0,239.99
Kingston FURY Beast 16 GB,DDR5-5200,2 x 8GB,15,40,10,259
Corsair Vengeance RGB Pro 32 GB,DDR4-3600,2 x 16GB,10,18,106,
G.Skill Flare X5 16 GB,DDR5-6000,1 x 16GB,12,36,3,234.99
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,10,30,16,444.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,10,30,83,542.99
Kingston FURY Beast 16 GB,DDR4-3200,2 x 8GB,10,16,26,202.97
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,10,30,93,469.99
Patriot Viper Venom 32 GB,DDR5-6000,2 x 16GB,10,30,28,417.99
Patriot Viper Venom 16 GB,DDR5-5600,2 x 8GB,14,40,1,215.99
ADATA XPG GAMMIX D10 16 GB,DDR4-3200,2 x 8GB,10,16,0,99.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,10,30,94,469.99
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3200,2 x 8GB,10,16,121,119.99
Silicon Power Value Gaming 32 GB,DDR5-6000,2 x 16GB,10,30,17,379.97
Silicon Power XPOWER Storm RGB 32 GB,DDR5-6000,2 x 16GB,12,36,2,474.99
Corsair Vengeance 32 GB,DDR5-6200,2 x 16GB,11,36,1,453.99
Corsair Vengeance 128 GB,DDR5-6400,2 x 64GB,13,42,2,1690.99
Corsair Vengeance LPX 32 GB,DDR4-3600,2 x 16GB,10,18,12,
Patriot Viper Venom 16 GB,DDR5-6000,1 x 16GB,10,30,2,199.99
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,11,36,17,394.99
Crucial Pro Overclocking 32 GB,DDR5-6000,2 x 16GB,12,36,13,389.99
G.Skill Ripjaws V 32 GB,DDR4-3200,2 x 16GB,10,16,137,217.99
Klevv FIT V 32 GB,DDR5-6000,2 x 16GB,10,30,4,
Silicon Power XPOWER Turbine 16 GB,DDR4-3200,2 x 8GB,10,16,32,120.97
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,10,30,34,935
G.Skill Trident Z RGB 16 GB,DDR4-3200,2 x 8GB,10,16,360,174.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,2 x 16GB,10,16,45,239.99
Kingston FURY Beast RGB 16 GB,DDR5-6000,2 x 8GB,12,36,8,269.99
Silicon Power SP008GBLVU480G02 8 GB,DDR5-4800,1 x 8GB,16,40,0,116.97
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10,30,85,578.65
Corsair Vengeance 64 GB,DDR5-5200,2 x 32GB,15,40,8,599.99
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-6000,2 x 16GB,9,28,17,569.99
Kingston FURY Beast 16 GB,DDR5-6000,2 x 8GB,10,30,0,279.99
Crucial CT8G4DFS824A 8 GB,DDR4-2400,1 x 8GB,14,17,4,64.98
Silicon Power XPOWER Zenith Gaming 32 GB,DDR5-6000,2 x 16GB,10,30,6,369.99
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3200,2 x 8GB,10,16,5,129.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,10,30,32,565.99
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,12,36,30,379.99
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12,36,4,441.99
Corsair Dominator Platinum RGB 32 GB,DDR5-5200,2 x 16GB,15,40,3,482.99
Crucial Pro 64 GB,DDR4-3200,2 x 32GB,13,22,6,449.99
TEAMGROUP Vulcan Z 16 GB,DDR4-3600,2 x 8GB,10,18,19,119.99
TEAMGROUP T-Force Vulcan 32 GB,DDR5-6000,2 x 16GB,10,30,32,449.99
Kingston Server Premier 64 GB,DDR4-3200,1 x 64GB,13,22,0,1341.81
Corsair Vengeance RGB 192 GB,DDR5-5200,4 x 48GB,14,38,0,2559.99
Kingston FURY Beast 16 GB,DDR5-5600,2 x 8GB,12,36,2,259.99
Crucial Pro 32 GB,DDR4-3200,2 x 16GB,13,22,12,229.99
G.Skill Trident Z5 RGB 64 GB,DDR5-6400,2 x 32GB,10,32,30,939
Crucial Pro Overclocking 32 GB,DDR5-6400,2 x 16GB,10,32,0,369.99
Kingston FURY Beast 32 GB,DDR4-3200,2 x 16GB,10,16,17,324.77
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,8,16,199,169.99
Corsair Vengeance LPX 8 GB,DDR4-2400,1 x 8GB,13,16,47,84.98
Kingston FURY Beast 16 GB,DDR5-6000,2 x 8GB,12,36,3,262.99
Silicon Power SP016GLLTU160N22 16 GB,DDR3-1600,2 x 8GB,13,11,2,42.99
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,10,30,94,509.99
G.Skill Trident Z RGB 32 GB,DDR4-3600,2 x 16GB,10,18,31,319.99
Crucial CT16G4DFRA32A 16 GB,DDR4-3200,1 x 16GB,13,22,1,137
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10,30,4,1228.99
V-Color TRA564G60D436O 512 GB,DDR5-6000,8 x 64GB,12,36,0,20639.99
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,10,30,42,479.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,2 x 16GB,10,16,8,292.99
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,8,26,0,1299.99
Crucial CT51264BD160B 4 GB,DDR3-1600,1 x 4GB,13,11,0,12.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3600,2 x 8GB,10,18,24,158.99
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,10,30,9,999
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10,30,5,579.99
Crucial Classic 16 GB,DDR5-5600,2 x 8GB,16,46,2,259.58
Corsair Vengeance 16 GB,DDR5-6000,1 x 16GB,12,36,0,226.99
Kingston FURY Beast RGB 16 GB,DDR5-6000,1 x 16GB,10,30,1,349
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12,36,11,409.99
Lexar THOR 16 GB,DDR4-3200,2 x 8GB,10,16,3,
G.Skill Trident Z5 RGB 48 GB,DDR5-8400,2 x 24GB,9,40,1,599.99
G.Skill Trident Z5 RGB 32 GB,DDR5-6400,2 x 16GB,10,32,43,419.99
Patriot Viper Venom 32 GB,DDR5-6400,2 x 16GB,10,32,5,379.99
G.Skill Ripjaws V 32 GB,DDR4-3600,2 x 16GB,10,18,21,279.99
Corsair Dominator Titanium 32 GB,DDR5-6000,2 x 16GB,10,30,12,574.99
Klevv FIT V 32 GB,DDR5-6000,2 x 16GB,9,28,2,
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,10,30,11,499.99
Silicon Power XPOWER Zenith RGB Gaming 16 GB,DDR5-6000,1 x 16GB,13,40,0,195.97
Kingston FURY Beast 32 GB,DDR5-5600,2 x 16GB,12,36,10,499.99
G.Skill Trident Z5 Royal Neo RGB 64 GB,DDR5-6000,2 x 32GB,10,30,4,1029.99
Kingston KCP426NS6/4 4 GB,DDR4-2666,1 x 4GB,14,19,0,37
Kingston HyperX Fury 16 GB,DDR4-3200,2 x 8GB,10,16,37,
Corsair Vengeance RGB 128 GB,DDR5-6400,2 x 64GB,13,42,0,1699.99
G.Skill Aegis 16 GB,DDR4-3200,2 x 8GB,10,16,34,170.48
G.Skill Flare X5 128 GB,DDR5-6000,2 x 64GB,10,32,0,2139.98
TEAMGROUP T-Force Vulcan 16 GB,DDR5-5200,2 x 8GB,15,40,1,239.99
Kingston Fury Renegade RGB 96 GB,DDR5-6000,2 x 48GB,10,32,0,1736.19
Patriot Viper Elite 5 32 GB,DDR5-6000,2 x 16GB,10,30,1,379.99
Corsair Vengeance LPX 32 GB,DDR4-3600,2 x 16GB,10,18,108,279.99
G.Skill Trident Z5 Neo 64 GB,DDR5-6000,2 x 32GB,10,30,20,945
Silicon Power XPOWER Zenith Gaming 32 GB,DDR4-3200,2 x 16GB,10,16,2,199.97
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,11,36,0,469.99
Crucial CT2K8G4DFS8266 16 GB,DDR4-2666,2 x 8GB,14,19,3,134.5
Corsair Vengeance LPX 16 GB,DDR4-2133,2 x 8GB,12,13,37,146.99
Crucial Pro 32 GB,DDR5-5600,2 x 16GB,16,46,7,429.99
G.Skill Trident Z5 Neo RGB 96 GB,DDR5-6000,2 x 48GB,9,28,0,1249.99
Corsair Dominator Titanium 64 GB,DDR5-6600,2 x 32GB,9,32,2,1229.99
Crucial CT16G56C46U5 16 GB,DDR5-5600,1 x 16GB,16,46,1,229.99
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3200,2 x 16GB,10,16,26,219.99
G.Skill Ripjaws V 16 GB,DDR4-3200,1 x 16GB,10,16,20,129.99
G.Skill Ripjaws V 16 GB,DDR4-3000,2 x 8GB,9,14,3,
G.Skill Flare X5 256 GB,DDR5-6000,4 x 64GB,10,32,0,3999.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3600,2 x 8GB,10,18,26,158.99
Klevv FIT V 32 GB,DDR5-6000,2 x 16GB,10,30,0,
Corsair Vengeance RGB Pro 16 GB,DDR4-3200,2 x 8GB,10,16,177,
Corsair Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,10,18,135,166.99
Corsair Dominator Titanium 64 GB,DDR5-6600,2 x 32GB,9,32,5,
Corsair Vengeance LPX 64 GB,DDR4-3200,2 x 32GB,10,16,21,
TEAMGROUP T-Create Expert 16 GB,DDR4-3200,2 x 8GB,10,16,1,130.99
G.Skill NT 8 GB,DDR4-2400,1 x 8GB,12,15,10,
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,12,36,54,509.99
Kingston FURY Beast 32 GB,DDR4-3600,2 x 16GB,10,18,6,391.02
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3200,2 x 16GB,10,16,3,219.99
GOODRAM IRDM PRO 16 GB,DDR4-3600,2 x 8GB,10,18,0,
G.Skill Trident Z5 Royal 32 GB,DDR5-6400,2 x 16GB,9,30,3,559.99
Lexar THOR OC 32 GB,DDR5-6000,2 x 16GB,10,32,7,429.99
G.Skill Trident Z5 Royal Neo RGB 96 GB,DDR5-6000,2 x 48GB,9,28,1,1249.99
Corsair Vengeance 96 GB,DDR5-6000,2 x 48GB,12,36,1,1049.99
Corsair Vengeance LPX 16 GB,DDR4-3200,1 x 16GB,10,16,1,136.99
Silicon Power XPOWER Storm RGB 32 GB,DDR5-6000,2 x 16GB,12,36,0,400.97
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12,36,0,453.99
Corsair Vengeance 64 GB,DDR5-6000,2 x 32GB,10,30,11,1117.99
G.Skill Trident Z5 CK RGB 48 GB,DDR5-9600,2 x 24GB,9,46,0,
PNY XLR8 32 GB,DDR4-3200,2 x 16GB,10,16,3,119.99
TEAMGROUP T-Create Classic 32 GB,DDR5-6000,2 x 16GB,16,48,6,399.99
Kingston KHX8500D2K2/4GR 4 GB,DDR2-1066,2 x 2GB,9,5,0,
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3600,2 x 16GB,10,18,46,270
Crucial CT2K8G4DFRA266 16 GB,DDR4-2666,2 x 8GB,14,19,1,120.89
ADATA XPG Lancer Blade 32 GB,DDR5-5600,2 x 16GB,16,46,0,552.09
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,10,30,8,1049.99
Corsair Vengeance 32 GB,DDR5-6400,2 x 16GB,11,36,3,464.99
Corsair Vengeance RGB 48 GB,DDR5-6000,2 x 24GB,12,36,1,627.99
Crucial Pro 64 GB,DDR5-5600,2 x 32GB,16,46,4,799
Corsair Vengeance 4 GB,DDR3-1600,2 x 2GB,11,9,3,
Samsung M378A1K43CB2-CRC 8 GB,DDR4-2400,1 x 8GB,14,17,6,68.95
Timetec PINNACLE Konduit 16 GB,DDR4-3200,2 x 8GB,10,16,6,129.99
G.Skill Aegis 16 GB,DDR4-3000,2 x 8GB,10,16,76,149.99
Kingston FURY Beast RGB 32 GB,DDR5-6000,1 x 32GB,10,30,0,
TEAMGROUP T-Force Vulcan 32 GB,DDR5-5200,2 x 16GB,15,40,4,449.99
Kingston FURY 32 GB,DDR5-5600,2 x 16GB,14,40,0,
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10,16,41,157.99
Crucial Pro 96 GB,DDR5-5600,2 x 48GB,16,46,0,1099.99
Corsair Vengeance RGB 32 GB,DDR5-5200,2 x 16GB,15,40,11,454.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12,36,1,499.99
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10,16,24,148.99
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,12,36,12,
Corsair Vengeance 192 GB,DDR5-5200,4 x 48GB,14,38,0,2546.99
Corsair Vengeance 32 GB,DDR5-4800,2 x 16GB,16,40,7,446.99
G.Skill Ripjaws S5 32 GB,DDR5-6400,2 x 16GB,10,32,10,379.99
G.Skill Trident Z Neo 32 GB,DDR4-3600,2 x 16GB,8,16,164,319.99
Supermicro MEM-DR412L-SL02-LR26 128 GB,DDR4-2666,1 x 128GB,16,22,0,
Corsair Vengeance RGB 96 GB,DDR5-6000,2 x 48GB,12,36,2,1169.99
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,10,30,7,1154.99
Patriot Viper Venom 32 GB,DDR5-6000,2 x 16GB,12,36,8,369.99
G.Skill Ripjaws V 32 GB,DDR4-3600,2 x 16GB,8,16,108,319.99
Kingston FURY Beast RGB 16 GB,DDR5-6000,2 x 8GB,10,30,0,361.99
ADATA XPG SPECTRIX D50 16 GB,DDR4-3200,2 x 8GB,10,16,1,
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,10,18,59,159.99
ADATA XPG Lancer Blade RGB 32 GB,DDR5-6000,2 x 16GB,10,30,8,791.42
Silicon Power XPOWER Zenith Gaming 16 GB,DDR5-6000,1 x 16GB,13,40,0,195.97
Kingston HyperX Fury 8 GB,DDR4-2666,1 x 8GB,12,16,3,
Crucial Pro Overclocking 64 GB,DDR5-6400,2 x 32GB,12,40,4,899.99
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,9,28,2,539.99
G.Skill Trident Z5 Neo RGB 256 GB,DDR5-6000,4 x 64GB,12,36,0,3999.99
Silicon Power SP004GBLFU240N02 4 GB,DDR4-2400,1 x 4GB,14,17,0,39.58
Patriot Viper Steel 16 GB,DDR4-3200,2 x 8GB,10,16,20,176.99
Crucial Classic 8 GB,DDR5-5600,1 x 8GB,16,46,1,199.83
OLOy MD4U083216BJDA 16 GB,DDR4-3200,2 x 8GB,10,16,10,
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12,36,46,
Crucial Pro Overclocking 16 GB,DDR5-6000,1 x 16GB,12,36,0,229
Crucial Ballistix 16 GB,DDR4-3200,2 x 8GB,10,16,77,
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,9,28,4,959.99
Corsair Vengeance LPX 8 GB,DDR4-3200,1 x 8GB,10,16,3,84.98
Corsair Dominator Titanium 32 GB,DDR5-6000,2 x 16GB,10,30,3,614.99
Kingston FURY Beast RGB 64 GB,DDR5-6000,2 x 32GB,10,30,5,1117.07
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,8,26,0,699.99
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR5-6000,2 x 16GB,10,30,4,389.97
G.Skill Trident Z RGB 64 GB,DDR4-3600,2 x 32GB,10,18,10,599.99
Patriot Viper Venom 32 GB,DDR5-6000,1 x 32GB,10,30,1,394.99
OLOy MD4U082417BBSA 8 GB,DDR4-2400,1 x 8GB,14,17,0,49.99
Kingston FURY Beast 32 GB,DDR5-6000,2 x 16GB,12,36,0,409
G.Skill Trident Z5 RGB 64 GB,DDR5-6800,2 x 32GB,10,34,2,1029.99
Corsair Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,10,16,9,310.99
Corsair Vengeance 32 GB,DDR5-5200,2 x 16GB,15,40,14,445.99
G.Skill Trident Z5 Royal Neo 64 GB,DDR5-6000,2 x 32GB,8,26,0,1399.99
Kingston FURY Beast RGB 8 GB,DDR5-6000,1 x 8GB,10,30,0,149.44
Crucial CT16G48C40U5 16 GB,DDR5-4800,1 x 16GB,16,40,1,269.58
Corsair Vengeance RGB 32 GB,DDR5-7200,2 x 16GB,9,34,1,499.99
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,11,36,3,574.99
G.Skill Ripjaws X 8 GB,DDR3-1600,2 x 4GB,11,9,252,57
Silicon Power XPOWER Pulse Gaming 64 GB,DDR5-6000,2 x 32GB,10,30,1,744.97
Patriot Signature Line 16 GB,DDR5-4800,1 x 16GB,16,40,1,199.99
ADATA XPG LANCER RGB 16 GB,DDR5-6000,1 x 16GB,10,30,0,229.99
Kingston FURY Beast 16 GB,DDR5-6000,1 x 16GB,10,30,1,306.28
Silicon Power XPOWER Gaming 32 GB,DDR4-3200,2 x 16GB,10,16,0,199.97
G.Skill Trident Z5 Neo 128 GB,DDR5-6000,2 x 64GB,10,32,1,
Crucial CT16G4DFD8266 16 GB,DDR4-2666,1 x 16GB,14,19,1,96.99
Corsair Vengeance RGB RS 16 GB,DDR4-3200,2 x 8GB,10,16,7,158.99
Kingston FURY Beast 128 GB,DDR5-5600,4 x 32GB,14,40,0,
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,12,36,1,739.99
Patriot Signature Line 32 GB,DDR4-2666,1 x 32GB,14,19,0,189.99
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3600,2 x 16GB,10,18,22,269.99
TEAMGROUP Elite 8 GB,DDR4-3200,1 x 8GB,13,22,0,59.26
V-Color Manta XSky RGB 32 GB,DDR5-6000,2 x 16GB,10,30,5,439.99
Corsair Vengeance RGB 64 GB,DDR5-6400,2 x 32GB,10,32,11,1047.98
Corsair Vengeance LPX 256 GB,DDR4-3600,8 x 32GB,10,18,0,
Silicon Power XPOWER Zenith RGB Gaming 64 GB,DDR5-6000,2 x 32GB,10,30,2,759.97
Corsair Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,10,18,79,178.99
Crucial CP2K64G56C46U5 128 GB,DDR5-5600,2 x 64GB,16,46,1,1242.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,12,38,6,479.99
Samsung M378A2K43CB1-CTD 16 GB,DDR4-2666,1 x 16GB,14,19,0,131.99
G.Skill Aegis 16 GB,DDR4-2400,2 x 8GB,12,15,10,
Kingston FURY Beast RGB 16 GB,DDR5-5600,2 x 8GB,14,40,2,262.99
G.Skill Trident Z RGB 32 GB,DDR4-3200,2 x 16GB,10,16,35,387.73
PNY Performance 16 GB,DDR5-4800,1 x 16GB,16,40,0,135.97
Silicon Power XPOWER Storm RGB 64 GB,DDR5-6000,2 x 32GB,12,38,0,629.97
G.Skill Ripjaws S5 64 GB,DDR5-6000,2 x 32GB,10,30,13,1216.04
Crucial CT102464BD160B 8 GB,DDR3-1600,1 x 8GB,13,11,5,24.99
G.Skill Ripjaws S5 96 GB,DDR5-6400,2 x 48GB,10,32,1,1049.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-8000,2 x 16GB,9,38,0,629.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-5200,2 x 8GB,15,40,0,
Silicon Power XPOWER Zenith Gaming 64 GB,DDR5-6000,2 x 32GB,10,30,5,791.97
G.Skill Trident Z Neo 16 GB,DDR4-3600,2 x 8GB,8,16,94,179.99
G.Skill Trident Z5 Royal Neo 64 GB,DDR5-6000,2 x 32GB,8,26,1,1399.99
Kingston ValueRAM 1 GB,DDR2-667,1 x 1GB,14,5,1,11.95
G.Skill Trident Z5 RGB 32 GB,DDR5-7200,2 x 16GB,9,34,9,669.61
Patriot Viper 3 16 GB,DDR3-1866,2 x 8GB,10,10,13,55.99
ADATA Premier 4 GB,DDR3-1333,1 x 4GB,13,9,3,
G.Skill Trident Z5 RGB 96 GB,DDR5-6800,2 x 48GB,10,34,1,1299.99
Silicon Power SP016GBLFU320X02 16 GB,DDR4-3200,1 x 16GB,13,22,0,109.97
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-8000,2 x 16GB,9,38,1,579.99
Crucial Pro 48 GB,DDR5-6000,2 x 24GB,16,48,1,529.49
ADATA XPG SPECTRIX D35G RGB 16 GB,DDR4-3600,2 x 8GB,10,18,1,208.21
Corsair Vengeance RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,1179.99
G.Skill Trident Z5 Neo 128 GB,DDR5-6000,2 x 64GB,11,34,0,2399.98
TEAMGROUP Elite 16 GB,DDR3-1600,2 x 8GB,13,11,2,45.99
Crucial CT4G4DFS824A 4 GB,DDR4-2400,1 x 4GB,14,17,1,42.99
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR4-3600,2 x 16GB,10,18,1,244.97
Silicon Power XPOWER Turbine 32 GB,DDR4-3200,2 x 16GB,10,16,5,198.97
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,10,32,44,441
Patriot Viper Venom 64 GB,DDR5-6400,2 x 32GB,10,32,1,949.99
Mushkin Essentials 4 GB,DDR4-2133,1 x 4GB,14,15,0,28.23
Acer Predator Pallas II 32 GB,DDR5-6000,2 x 16GB,10,30,0,
Silicon Power GAMING 16 GB,DDR4-3600,2 x 8GB,10,18,3,132.97
Corsair Dominator Titanium 64 GB,DDR5-6400,4 x 16GB,10,32,1,1249.99
Kingston FURY 128 GB,DDR5-5200,4 x 32GB,15,40,0,1999.99
G.Skill Trident Z5 Neo RGB 192 GB,DDR5-6000,4 x 48GB,9,28,0,
Patriot Viper Venom RGB 32 GB,DDR5-6000,2 x 16GB,10,30,5,399.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6400,2 x 16GB,9,30,4,549.99
Kingston FURY Beast RGB 64 GB,DDR5-6400,2 x 32GB,10,32,3,1169.99
Patriot Viper Venom 64 GB,DDR5-6000,2 x 32GB,12,36,0,699.99
Kingston FURY Beast RGB 32 GB,DDR5-5600,2 x 16GB,12,36,8,439.99
Kingston HyperX Fury 32 GB,DDR4-3200,2 x 16GB,10,16,7,
Kingston FURY Beast RGB 64 GB,DDR5-6000,2 x 32GB,10,30,6,1149.99
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR5-6000,2 x 16GB,10,30,8,425.97
Corsair Vengeance LPX 16 GB,DDR4-2400,2 x 8GB,13,16,73,148.99
Kingston Server Premier 32 GB,DDR4-3200,1 x 32GB,13,22,1,385.99
Crucial CT8G4DFRA32A 8 GB,DDR4-3200,1 x 8GB,13,22,1,79.98
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12,36,11,479.99
G.Skill Trident Z5 Royal 48 GB,DDR5-8400,2 x 24GB,9,40,0,629.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3600,2 x 16GB,10,18,20,
ADATA XPG LANCER RGB 32 GB,DDR5-6000,2 x 16GB,10,30,0,399.99
G.Skill Aegis 8 GB,DDR4-3200,1 x 8GB,10,16,7,83.6
TEAMGROUP T-Create Expert 16 GB,DDR4-3600,2 x 8GB,10,18,4,132.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10,16,6,289.99
Timetec FBA_75TT160UL1R8-4G 16 GB,DDR3-1600,2 x 8GB,13,11,2,39.99
Timetec PINNACLE Konduit 8 GB,DDR4-3200,1 x 8GB,10,16,0,65.99
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,10,32,14,584.99
G.Skill Ripjaws V 64 GB,DDR4-3200,4 x 16GB,10,16,8,529.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6400,2 x 16GB,9,30,5,549.99
TEAMGROUP T-Force Vulcan 32 GB,DDR5-6000,2 x 16GB,12,38,7,399.99
G.Skill Ripjaws V 8 GB,DDR4-2400,1 x 8GB,12,15,10,
Corsair Dominator Titanium 96 GB,DDR5-6400,2 x 48GB,10,32,0,
TEAMGROUP T-Force Delta RGB 64 GB,DDR5-6000,2 x 32GB,12,38,6,939.99
GOODRAM IRDM 32 GB,DDR5-6000,2 x 16GB,10,30,0,
Crucial CT2K8G4DFRA32A 16 GB,DDR4-3200,2 x 8GB,13,22,2,153
Crucial CT2KIT51264BD160B 8 GB,DDR3-1600,2 x 4GB,13,11,4,24.99
Kingston FURY Beast 64 GB,DDR5-6400,2 x 32GB,10,32,1,924.99
ADATA XPG Lancer Blade 16 GB,DDR5-5600,2 x 8GB,16,46,0,
Corsair CMV8GX4M1A2133C15 8 GB,DDR4-2133,1 x 8GB,14,15,9,81.98
G.Skill Aegis 32 GB,DDR4-3200,2 x 16GB,10,16,12,269.99
Crucial CT4K32G4LFQ4213 128 GB,DDR4-2133,4 x 32GB,14,15,0,
G.Skill Aegis 4 GB,DDR4-2400,1 x 4GB,12,15,0,39
Crucial Pro 32 GB,DDR5-6000,2 x 16GB,16,48,0,441.27
