2026-05-31 00:01:31 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-31 00:01:31 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-31 00:01:31 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-31 00:01:33 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-31 00:01:33 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-31 00:01:33 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-31 00:01:34 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2452 SSDs
2026-05-31 00:01:34 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-31 00:01:34 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5742 case references
2026-05-31 00:01:37 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5732 motherboards
2026-05-31 00:01:38 | INFO     | ss_crawler | [computer_monitor_matcher] ComputerMonitorMatcher initialized with 20272 monitors
2026-05-31 00:01:38 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:01:38 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:01:38 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-31 00:01:38 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-31 00:01:38 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-31 00:01:40 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-31 00:01:40 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-31 00:01:40 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-31 00:01:41 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2452 SSDs
2026-05-31 00:01:41 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-31 00:01:42 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5742 case references
2026-05-31 00:01:44 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5732 motherboards
2026-05-31 00:01:45 | INFO     | ss_crawler | [computer_monitor_matcher] ComputerMonitorMatcher initialized with 20272 monitors
2026-05-31 00:01:45 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:01:45 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:01:45 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/pbdnd.html
2026-05-31 00:01:48 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 90 SSDs
2026-05-31 00:01:48 | INFO     | ss_crawler | [computer_matcher] [SSD DEBUG] Set result.ssd: {'id': 1576, 'brand': 'Samsung', 'model': '990 Pro', 'interface': 'x4 PCIe 4.0/NVMe', 'form_factor': 'M.2', 'capacity_gb': 2000, 'controller': 'Samsung Pascal', 'configuration': 'Cortex-R8, 8x8', 'has_dram': True, 'hmb': None, 'nand_brand': 'Samsung', 'nand_type': 'TLC', 'layers': '176', 'read_speed_mb': 7450, 'write_speed_mb': 6900, 'category': 'High-End NVMe', 'notes': '4TB 2023, upd 236L/V8', 'search_keywords': ['samsung', '990 pro', 'samsung 990', '990', 'samsung 990 pro'], 'normalized_name': 'samsung 990 pro', 'name': 'Samsung 990 Pro'}
2026-05-31 00:01:51 | INFO     | ss_crawler | [computer_monitor_matcher] Brand+size match for monitor-only brand: Philips 247V7QDAB
2026-05-31 00:01:51 | INFO     | ss_crawler | [computer_monitor_matcher] Monitor matched: Philips 247V7QDAB (50%)
2026-05-31 00:01:51 | INFO     | ss_crawler | [listing_versioning] Detected ID reuse for pbdnd: 'Datori un orgtehnika/Datori/ Pārdod' (v1) → new listing (v2)
2026-05-31 00:01:51 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new_version - New version (2): Datori un orgtehnika/Datori/ Pārdod...
2026-05-31 00:01:51 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 90 SSDs
2026-05-31 00:01:51 | INFO     | ss_crawler | [computer_matcher] [SSD DEBUG] Set result.ssd: {'id': 1576, 'brand': 'Samsung', 'model': '990 Pro', 'interface': 'x4 PCIe 4.0/NVMe', 'form_factor': 'M.2', 'capacity_gb': 2000, 'controller': 'Samsung Pascal', 'configuration': 'Cortex-R8, 8x8', 'has_dram': True, 'hmb': None, 'nand_brand': 'Samsung', 'nand_type': 'TLC', 'layers': '176', 'read_speed_mb': 7450, 'write_speed_mb': 6900, 'category': 'High-End NVMe', 'notes': '4TB 2023, upd 236L/V8', 'search_keywords': ['samsung', '990 pro', 'samsung 990', '990', 'samsung 990 pro'], 'normalized_name': 'samsung 990 pro', 'name': 'Samsung 990 Pro'}
2026-05-31 00:01:54 | INFO     | ss_crawler | [computer_monitor_matcher] Brand+size match for monitor-only brand: Philips 247V7QDAB
2026-05-31 00:01:54 | INFO     | ss_crawler | [computer_monitor_matcher] Monitor matched: Philips 247V7QDAB (50%)
2026-05-31 00:04:51 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-31 00:04:51 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-31 00:04:51 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-31 00:04:53 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-31 00:04:53 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-31 00:04:53 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-31 00:04:53 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2452 SSDs
2026-05-31 00:04:54 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-31 00:04:54 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5742 case references
2026-05-31 00:04:57 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5732 motherboards
2026-05-31 00:04:57 | INFO     | ss_crawler | [computer_monitor_matcher] ComputerMonitorMatcher initialized with 20272 monitors
2026-05-31 00:04:57 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:04:57 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:04:57 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-31 00:04:57 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-31 00:04:57 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-31 00:04:59 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-31 00:04:59 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-31 00:04:59 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-31 00:05:00 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2452 SSDs
2026-05-31 00:05:00 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-31 00:05:00 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5742 case references
2026-05-31 00:05:04 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5732 motherboards
2026-05-31 00:05:04 | INFO     | ss_crawler | [computer_monitor_matcher] ComputerMonitorMatcher initialized with 20272 monitors
2026-05-31 00:05:04 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:05:05 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2452 SSDs, 2895 PSUs, 5742 Cases, 5732 Motherboards, 20272 Monitors
2026-05-31 00:05:05 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/pbdnd.html
2026-05-31 00:05:08 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 90 SSDs
2026-05-31 00:05:08 | INFO     | ss_crawler | [computer_matcher] [SSD DEBUG] Set result.ssd: {'id': 1576, 'brand': 'Samsung', 'model': '990 Pro', 'interface': 'x4 PCIe 4.0/NVMe', 'form_factor': 'M.2', 'capacity_gb': 2000, 'controller': 'Samsung Pascal', 'configuration': 'Cortex-R8, 8x8', 'has_dram': True, 'hmb': None, 'nand_brand': 'Samsung', 'nand_type': 'TLC', 'layers': '176', 'read_speed_mb': 7450, 'write_speed_mb': 6900, 'category': 'High-End NVMe', 'notes': '4TB 2023, upd 236L/V8', 'search_keywords': ['samsung', '990 pro', 'samsung 990', '990', 'samsung 990 pro'], 'normalized_name': 'samsung 990 pro', 'name': 'Samsung 990 Pro'}
2026-05-31 00:05:08 | INFO     | ss_crawler | [computer_monitor_matcher] [MONITOR DEBUG] Original context: 'monitors: philips 240hz 0.1ms 27inch'
2026-05-31 00:05:08 | INFO     | ss_crawler | [computer_monitor_matcher] [MONITOR DEBUG] Filtered context: 'monitors: philips   27inch'
2026-05-31 00:05:08 | INFO     | ss_crawler | [computer_monitor_matcher] [MONITOR DEBUG] Extracted size: 27, refresh: 240
2026-05-31 00:05:11 | INFO     | ss_crawler | [computer_monitor_matcher] [MONITOR DEBUG] Top match so far: Philips 247V7QDAB score=0.45 method=brand+size
