2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_scraper] Initializing SSD scraper...
2026-06-15 23:16:38 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2453 SSDs
2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_scraper] Loaded 2453 SSD references
2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_scraper] Starting SSD scraper from https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-06-15 23:16:38 | INFO     | ss_crawler | [ssd_scraper] Fetching page 1: https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-06-15 23:16:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-06-15 23:16:41 | INFO     | ss_crawler | [ssd_scraper] Found 32 listings on page 1, 32 new
2026-06-15 23:16:41 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdpxic.html
2026-06-15 23:16:44 | INFO     | ss_crawler | [ssd_scraper] No match for cdpxic: SS.COM Komplektējošie datoriem - SSD, Cena 70 €. S
2026-06-15 23:16:44 | INFO     | ss_crawler | [ssd_scraper] ✅ cdpxic: New
2026-06-15 23:16:44 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdpxic.html
2026-06-15 23:16:46 | INFO     | ss_crawler | [ssd_scraper] No match for cdpxic: SS.COM Komplektējošie datoriem - SSD, Cena 70 €. S
2026-06-15 23:16:46 | INFO     | ss_crawler | [ssd_scraper] ⏸️ cdpxic: Unchanged
2026-06-15 23:16:46 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdpxic.html
2026-06-15 23:51:29 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-06-15 23:51:29 | INFO     | ss_crawler | [console_scraper] Starting console listing scrape...
2026-06-15 23:51:29 | INFO     | ss_crawler | [console_scraper] Fetching page 1: https://www.ss.com/lv/electronics/computers/game-consoles/
2026-06-15 23:51:29 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/game-consoles/
2026-06-15 23:51:33 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/emcpg.html
2026-06-15 23:51:35 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/emcpg.html
2026-06-15 23:51:37 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/emcpg.html
2026-06-15 23:51:40 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/jpkng.html
2026-06-15 23:51:42 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/kebjc.html
2026-06-15 23:51:45 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/bjpdij.html
2026-06-15 23:51:48 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/jxejb.html
2026-06-15 23:51:50 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/jiixd.html
2026-06-15 23:51:53 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/fxneo.html
2026-06-15 23:51:55 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/eilpp.html
2026-06-15 23:51:56 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/gpmbg.html
2026-06-15 23:51:58 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/eohnl.html
2026-06-15 23:52:01 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/fhgki.html
2026-06-15 23:52:04 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/iohxp.html
2026-06-15 23:52:06 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/hcfbe.html
2026-06-15 23:52:09 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/bhipmb.html
2026-06-15 23:52:11 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/dppcl.html
2026-06-15 23:52:13 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/fhkbp.html
2026-06-15 23:52:16 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/inkox.html
2026-06-15 23:52:19 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/gonxl.html
2026-06-15 23:52:22 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/ejghc.html
2026-06-15 23:52:25 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/bkcieo.html
2026-06-15 23:52:28 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/bijlmn.html
2026-06-15 23:52:31 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/mxihk.html
2026-06-15 23:52:33 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/hmkdk.html
2026-06-15 23:52:35 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/hebhn.html
2026-06-15 23:52:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/game-consoles/inpcm.html
2026-06-15 23:52:41 | INFO     | ss_crawler | [console_scraper] Found 25 listings on page 1
2026-06-15 23:52:41 | INFO     | ss_crawler | [image_downloader] Downloaded image for ss_27dac0d60638 (stored as ss_27dac0d60638_cde04e32.jpg)
2026-06-15 23:52:41 | INFO     | ss_crawler | [console_scraper] Image saved locally: consoles\ss_27dac0d60638_cde04e32.jpg
2026-06-15 23:52:42 | INFO     | ss_crawler | [image_downloader] Downloaded image for ss_0ad6a02af3f4 (stored as ss_0ad6a02af3f4_503381c9.jpg)
2026-06-15 23:52:42 | INFO     | ss_crawler | [console_scraper] Image saved locally: consoles\ss_0ad6a02af3f4_503381c9.jpg
2026-06-15 23:52:42 | INFO     | ss_crawler | [image_downloader] Downloaded image for ss_8db4629d26ea (stored as ss_8db4629d26ea_bd72dcfe.jpg)
2026-06-15 23:52:42 | INFO     | ss_crawler | [console_scraper] Image saved locally: consoles\ss_8db4629d26ea_bd72dcfe.jpg
