2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-05-04 20:53:18 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] CPU scrape run started: ID 13
2026-05-04 20:53:18 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Fetching CPU category: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/
2026-05-04 20:53:18 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU category page: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/
2026-05-04 20:53:21 | INFO     | ss_crawler | [cpu_parser] [cpu_parser] Found 30 listings on page
2026-05-04 20:53:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Found 30 CPU listings to process
2026-05-04 20:53:21 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 1/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pjjjf.html
2026-05-04 20:53:23 | INFO     | ss_crawler | [repository] [repository] 💰 pjjjf: Updated (price €160.0→€150.0, description)
2026-05-04 20:53:23 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] UPDATED: Processed: updated
2026-05-04 20:53:23 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 2/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lnmeo.html
2026-05-04 20:53:25 | INFO     | ss_crawler | [repository] [repository] ✨ lnmeo: New - Intel Core i7-2600 @ 3.40GHz
2026-05-04 20:53:25 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] NEW: Processed: new
2026-05-04 20:53:25 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 3/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hxohf.html
2026-05-04 20:53:28 | INFO     | ss_crawler | [repository] [repository] ✨ hxohf: New - Intel Core i5-4590
2026-05-04 20:53:28 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] NEW: Processed: new
2026-05-04 20:53:28 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 4/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjlkp.html
2026-05-04 20:53:30 | INFO     | ss_crawler | [repository] [repository] ✨ hjlkp: New - Intel Core i5-7400
2026-05-04 20:53:30 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] NEW: Processed: new
2026-05-04 20:53:30 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 5/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fpmjj.html
2026-05-04 20:53:33 | INFO     | ss_crawler | [repository] [repository] ✨ fpmjj: New - Intel Core i7-3770 @ 3.40GHz
2026-05-04 20:53:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] NEW: Processed: new
2026-05-04 20:53:33 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 6/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mlhfo.html
2026-05-04 20:53:36 | INFO     | ss_crawler | [repository] [repository] ✨ mlhfo: New - Intel Core i5-8400
2026-05-04 20:53:36 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] NEW: Processed: new
2026-05-04 20:53:36 | INFO     | ss_crawler | [crawler] [crawler] Fetching CPU listing 7/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mxdbf.html
