2026-05-12 22:31:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:31:01 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:31:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:31:01 | ERROR    | ss_crawler | [database] [database] Database transaction failed: (psycopg2.errors.UndefinedTable) relation "motherboard_models" does not exist
LINE 3:                 FROM motherboard_models
                             ^

[SQL: 
                SELECT id, brand, model, socket, chipset, ram_slots, form_factor
                FROM motherboard_models
                ORDER BY brand, model
            ]
(Background on this error at: https://sqlalche.me/e/20/f405)
2026-05-12 22:35:27 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:35:27 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:35:27 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:35:27 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:35:27 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:37:03 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:37:03 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:37:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:37:03 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/motherboards/pkgpj.html
2026-05-12 22:37:07 | ERROR    | ss_crawler | [motherboard_scraper] [motherboard_scraper] Error scraping listing pkgpj: "Listing" object has no field "motherboard_model_id"
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:38:01 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:38:01 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:38:01 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:38:02 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:38:02 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:38:02 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/motherboards/pkgpj.html
2026-05-12 22:38:03 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Matched pkgpj: Gigabyte I (100% confidence)
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:38:42 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:38:42 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:38:42 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:38:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/motherboards/jpfeb.html
2026-05-12 22:38:45 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Matched jpfeb: Gigabyte UD (90% confidence)
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:48:23 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:48:23 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:48:23 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:48:24 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:48:24 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:48:24 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/motherboards/jpfeb.html
2026-05-12 22:48:27 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Matched jpfeb: Gigabyte X570 AORUS PRO (94% confidence)
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:49:31 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:49:31 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] MotherboardMatcher initialized with 5729 motherboards
2026-05-12 22:49:31 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Loaded 5729 motherboard references
2026-05-12 22:49:31 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/motherboards/fgnld.html
2026-05-12 22:49:34 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Matched fgnld: Gigabyte Z690 AORUS ULTRA (100% confidence)
2026-05-12 22:50:11 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Initializing Motherboard scraper...
2026-05-12 22:50:11 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-05-12 22:50:11 | INFO     | ss_crawler | [motherboard_scraper] [motherboard_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
