2026-07-19 14:02:55 | INFO     | ss_crawler | [cpu_scraper] Initializing CPU scraper...
2026-07-19 14:02:55 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-07-19 14:02:55 | INFO     | ss_crawler | [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-07-19 14:02:56 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-07-19 14:02:56 | INFO     | ss_crawler | [cpu_scraper] Loaded 5320 CPU references
2026-07-19 14:02:56 | INFO     | ss_crawler | [cpu_scraper] CPU scrape run started: ID 56
2026-07-19 14:02:56 | INFO     | ss_crawler | [cpu_scraper] Fetching CPU category: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/
2026-07-19 14:02:56 | INFO     | ss_crawler | [crawler] Fetching CPU category page: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/
2026-07-19 14:02:58 | INFO     | ss_crawler | [cpu_parser] Found 30 listings on page
2026-07-19 14:02:58 | INFO     | ss_crawler | [cpu_scraper] Found 30 CPU listings to process
2026-07-19 14:02:58 | INFO     | ss_crawler | [crawler] Fetching CPU listing 1/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ppkkp.html
2026-07-19 14:03:01 | WARNING  | ss_crawler | [listing_versioning] Legacy listing ppkkp v1 has NULL fingerprint, creating new version
2026-07-19 14:03:01 | INFO     | ss_crawler | [repository] ✨ ppkkp_v2: New - Intel Core i5-7400
2026-07-19 14:03:01 | INFO     | ss_crawler | [image_downloader] Downloaded image for ppkkp_v2 (stored as ppkkp_090be342.jpg, 1668 bytes)
2026-07-19 14:03:01 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\ppkkp_090be342.jpg
2026-07-19 14:03:01 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:01 | INFO     | ss_crawler | [crawler] Fetching CPU listing 2/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hgclk.html
2026-07-19 14:03:04 | INFO     | ss_crawler | [repository] ✨ hgclk: New - Intel Core i5-4670K
2026-07-19 14:03:04 | INFO     | ss_crawler | [image_downloader] Downloaded image for hgclk (stored as hgclk_e1df1628.jpg, 4200 bytes)
2026-07-19 14:03:04 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\hgclk_e1df1628.jpg
2026-07-19 14:03:04 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:04 | INFO     | ss_crawler | [crawler] Fetching CPU listing 3/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjxif.html
2026-07-19 14:03:06 | WARNING  | ss_crawler | [listing_versioning] Legacy listing hjxif v1 has NULL fingerprint, creating new version
2026-07-19 14:03:06 | INFO     | ss_crawler | [repository] ✨ hjxif_v2: New - Intel Core i7-8700
2026-07-19 14:03:06 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\hjxif_ce7011ba.jpg
2026-07-19 14:03:06 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:06 | INFO     | ss_crawler | [crawler] Fetching CPU listing 4/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fklkk.html
2026-07-19 14:03:08 | WARNING  | ss_crawler | [listing_versioning] Legacy listing fklkk v1 has NULL fingerprint, creating new version
2026-07-19 14:03:09 | INFO     | ss_crawler | [repository] ✨ fklkk_v2: New - Intel Core i5-10400
2026-07-19 14:03:09 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\fklkk_e942437a.jpg
2026-07-19 14:03:09 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:09 | INFO     | ss_crawler | [crawler] Fetching CPU listing 5/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ekknk.html
2026-07-19 14:03:11 | INFO     | ss_crawler | [repository] ✨ ekknk: New - Intel Celeron G3930 @ 2.90GHz
2026-07-19 14:03:12 | INFO     | ss_crawler | [image_downloader] Downloaded image for ekknk (stored as ekknk_cc32505c.jpg, 5028 bytes)
2026-07-19 14:03:12 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\ekknk_cc32505c.jpg
2026-07-19 14:03:12 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:12 | INFO     | ss_crawler | [crawler] Fetching CPU listing 6/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hdkkj.html
2026-07-19 14:03:14 | INFO     | ss_crawler | [listing_versioning] Legacy listing hdkkj v1 matches by computed fingerprint, updating
2026-07-19 14:03:14 | INFO     | ss_crawler | [repository] ⏸️ hdkkj: Unchanged - Intel Core i5-6500
2026-07-19 14:03:14 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\hdkkj_89f60087.jpg
2026-07-19 14:03:14 | INFO     | ss_crawler | [cpu_scraper] UNCHANGED: Processed: unchanged
2026-07-19 14:03:14 | INFO     | ss_crawler | [crawler] Fetching CPU listing 7/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mblog.html
2026-07-19 14:03:17 | INFO     | ss_crawler | [repository] ✨ mblog: New - AMD Ryzen 7 3800X
2026-07-19 14:03:17 | INFO     | ss_crawler | [image_downloader] Downloaded image for mblog (stored as mblog_53139cfd.jpg, 4402 bytes)
2026-07-19 14:03:17 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\mblog_53139cfd.jpg
2026-07-19 14:03:17 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:17 | INFO     | ss_crawler | [crawler] Fetching CPU listing 8/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mxneb.html
2026-07-19 14:03:19 | INFO     | ss_crawler | [repository] ✨ mxneb: New - Intel Core i7-6700
2026-07-19 14:03:19 | INFO     | ss_crawler | [image_downloader] Downloaded image for mxneb (stored as mxneb_e858d39a.jpg, 2711 bytes)
2026-07-19 14:03:19 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\mxneb_e858d39a.jpg
2026-07-19 14:03:19 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:19 | INFO     | ss_crawler | [crawler] Fetching CPU listing 9/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mflfj.html
2026-07-19 14:03:22 | INFO     | ss_crawler | [repository] ✨ mflfj: New - AMD Ryzen 7 3800X
2026-07-19 14:03:22 | INFO     | ss_crawler | [image_downloader] Downloaded image for mflfj (stored as mflfj_53139cfd.jpg, 4402 bytes)
2026-07-19 14:03:22 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\mflfj_53139cfd.jpg
2026-07-19 14:03:22 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:22 | INFO     | ss_crawler | [crawler] Fetching CPU listing 10/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lnmin.html
2026-07-19 14:03:24 | INFO     | ss_crawler | [repository] ✨ lnmin: New - AMD Ryzen 7 7700
2026-07-19 14:03:25 | INFO     | ss_crawler | [image_downloader] Downloaded image for lnmin (stored as lnmin_5ff3ee14.jpg, 4084 bytes)
2026-07-19 14:03:25 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\lnmin_5ff3ee14.jpg
2026-07-19 14:03:25 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:25 | INFO     | ss_crawler | [crawler] Fetching CPU listing 11/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pmoec.html
2026-07-19 14:03:28 | WARNING  | ss_crawler | [listing_versioning] Legacy listing pmoec v1 has NULL fingerprint, creating new version
2026-07-19 14:03:28 | INFO     | ss_crawler | [repository] ✨ pmoec_v2: New - AMD Ryzen 5 7600
2026-07-19 14:03:28 | INFO     | ss_crawler | [image_downloader] Downloaded image for pmoec_v2 (stored as pmoec_5ebf592a.jpg, 4323 bytes)
2026-07-19 14:03:28 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\pmoec_5ebf592a.jpg
2026-07-19 14:03:28 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:28 | INFO     | ss_crawler | [crawler] Fetching CPU listing 12/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fdbgn.html
2026-07-19 14:03:30 | WARNING  | ss_crawler | [listing_versioning] Legacy listing fdbgn v1 has NULL fingerprint, creating new version
2026-07-19 14:03:30 | INFO     | ss_crawler | [repository] ✨ fdbgn_v2: New - Intel Core i7-6700
2026-07-19 14:03:30 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\fdbgn_ebea929b.jpg
2026-07-19 14:03:30 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:30 | INFO     | ss_crawler | [crawler] Fetching CPU listing 13/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/goejh.html
2026-07-19 14:03:32 | INFO     | ss_crawler | [repository] ✨ goejh: New - AMD Ryzen 5 7500F
2026-07-19 14:03:33 | INFO     | ss_crawler | [image_downloader] Downloaded image for goejh (stored as goejh_12f75c40.jpg, 4481 bytes)
2026-07-19 14:03:33 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\goejh_12f75c40.jpg
2026-07-19 14:03:33 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:33 | INFO     | ss_crawler | [crawler] Fetching CPU listing 14/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lndbn.html
2026-07-19 14:03:35 | INFO     | ss_crawler | [repository] ✨ lndbn: New - Intel Core i7-8700K
2026-07-19 14:03:35 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:35 | INFO     | ss_crawler | [crawler] Fetching CPU listing 15/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bkgoe.html
2026-07-19 14:03:38 | INFO     | ss_crawler | [repository] ✨ bkgoe: New - Intel Core i5-2500 @ 3.30GHz
2026-07-19 14:03:39 | INFO     | ss_crawler | [image_downloader] Downloaded image for bkgoe (stored as bkgoe_8cb26e25.jpg, 1776 bytes)
2026-07-19 14:03:39 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\bkgoe_8cb26e25.jpg
2026-07-19 14:03:39 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:39 | INFO     | ss_crawler | [crawler] Fetching CPU listing 16/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ffjli.html
2026-07-19 14:03:41 | WARNING  | ss_crawler | [listing_versioning] Legacy listing ffjli v1 has NULL fingerprint, creating new version
2026-07-19 14:03:41 | INFO     | ss_crawler | [repository] ✨ ffjli_v2: New - Intel Core i5-3570 @ 3.40GHz
2026-07-19 14:03:41 | INFO     | ss_crawler | [image_downloader] Downloaded image for ffjli_v2 (stored as ffjli_6f11221c.jpg, 1599 bytes)
2026-07-19 14:03:41 | INFO     | ss_crawler | [cpu_scraper] Image saved locally: cpus\ffjli_6f11221c.jpg
2026-07-19 14:03:41 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-07-19 14:03:41 | INFO     | ss_crawler | [crawler] Fetching CPU listing 17/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/nbbkn.html
