2026-04-18 21:52:35 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-18 21:52:35 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-18 21:52:35 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-18 21:52:35 | INFO     | ss_crawler | [matcher] [matcher] GPUMatcher initialized with 631 GPUs
2026-04-18 21:52:35 | INFO     | ss_crawler | [scraper] [scraper] 🎮 Loaded 631 GPU references
2026-04-18 21:52:35 | INFO     | ss_crawler | [scraper] [scraper] 📊 Scrape run started: ID 7
2026-04-18 21:52:35 | INFO     | ss_crawler | [scraper] [scraper] 📄 Fetching category: https://www.ss.com/lv/electronics/computers/completing-pc/video/
2026-04-18 21:52:35 | INFO     | ss_crawler | [crawler] [crawler] Fetching category page: https://www.ss.com/lv/electronics/computers/completing-pc/video/
2026-04-18 21:52:38 | INFO     | ss_crawler | [parser] [parser] Found 30 listings on page
2026-04-18 21:52:38 | INFO     | ss_crawler | [scraper] [scraper] 🔍 Found 30 listings to process
2026-04-18 21:52:38 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 1/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/lphik.html
2026-04-18 21:52:42 | INFO     | ss_crawler | [repository] [repository] New listing created: lphik
2026-04-18 21:52:42 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 2/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/ifnhf.html
2026-04-18 21:52:45 | INFO     | ss_crawler | [repository] [repository] New listing created: ifnhf
2026-04-18 21:52:45 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:45 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 3/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bjxilo.html
2026-04-18 21:52:47 | INFO     | ss_crawler | [repository] [repository] New listing created: bjxilo
2026-04-18 21:52:47 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:47 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 4/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bpxkmp.html
2026-04-18 21:52:49 | INFO     | ss_crawler | [repository] [repository] New listing created: bpxkmp
2026-04-18 21:52:49 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:49 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 5/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/mookn.html
2026-04-18 21:52:51 | INFO     | ss_crawler | [repository] [repository] New listing created: mookn
2026-04-18 21:52:51 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:51 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 6/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bpbecm.html
2026-04-18 21:52:53 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:52:53 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 7/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/pbgln.html
2026-04-18 21:52:55 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:52:55 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 8/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/ppmjm.html
2026-04-18 21:52:57 | INFO     | ss_crawler | [repository] [repository] New listing created: ppmjm
2026-04-18 21:52:57 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:52:57 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 9/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/pdgbh.html
2026-04-18 21:53:01 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:01 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 10/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/dkfio.html
2026-04-18 21:53:03 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:03 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 11/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bkmdoe.html
2026-04-18 21:53:06 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:06 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 12/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bomxbe.html
2026-04-18 21:53:09 | INFO     | ss_crawler | [repository] [repository] New listing created: bomxbe
2026-04-18 21:53:09 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:09 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 13/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/fdjpc.html
2026-04-18 21:53:12 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:12 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 14/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/nfhdf.html
2026-04-18 21:53:14 | INFO     | ss_crawler | [repository] [repository] New listing created: nfhdf
2026-04-18 21:53:14 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:14 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 15/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/ciopf.html
2026-04-18 21:53:17 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:17 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 16/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/lnhjd.html
2026-04-18 21:53:19 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:19 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 17/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bopjpd.html
2026-04-18 21:53:23 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:23 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 18/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bolopi.html
2026-04-18 21:53:25 | INFO     | ss_crawler | [repository] [repository] New listing created: bolopi
2026-04-18 21:53:25 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:25 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 19/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bidefd.html
2026-04-18 21:53:27 | INFO     | ss_crawler | [repository] [repository] New listing created: bidefd
2026-04-18 21:53:27 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:27 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 20/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/pdnbi.html
2026-04-18 21:53:30 | INFO     | ss_crawler | [repository] [repository] New listing created: pdnbi
2026-04-18 21:53:30 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:30 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 21/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/fmeph.html
2026-04-18 21:53:33 | INFO     | ss_crawler | [repository] [repository] New listing created: fmeph
2026-04-18 21:53:33 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:33 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 22/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bopmbp.html
2026-04-18 21:53:34 | INFO     | ss_crawler | [repository] [repository] New listing created: bopmbp
2026-04-18 21:53:34 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:34 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 23/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/cbxhnp.html
2026-04-18 21:53:36 | INFO     | ss_crawler | [repository] [repository] New listing created: cbxhnp
2026-04-18 21:53:36 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:36 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 24/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/pdnij.html
2026-04-18 21:53:39 | INFO     | ss_crawler | [repository] [repository] New listing created: pdnij
2026-04-18 21:53:39 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:39 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 25/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/fpxll.html
2026-04-18 21:53:42 | INFO     | ss_crawler | [repository] [repository] New listing created: fpxll
2026-04-18 21:53:42 | INFO     | ss_crawler | [scraper] [scraper] ⚠️ LOW_CONFIDENCE: Match confidence 0.60 below threshold
2026-04-18 21:53:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 26/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/ehnlp.html
2026-04-18 21:53:45 | INFO     | ss_crawler | [repository] [repository] New listing created: ehnlp
2026-04-18 21:53:45 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:45 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 27/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bkfokg.html
2026-04-18 21:53:48 | INFO     | ss_crawler | [scraper] [scraper] ⏭️ UNCHANGED: Processed: unchanged
2026-04-18 21:53:48 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 28/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bmjkx.html
2026-04-18 21:53:51 | INFO     | ss_crawler | [repository] [repository] New listing created: bmjkx
2026-04-18 21:53:51 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:51 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 29/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bknlje.html
2026-04-18 21:53:53 | INFO     | ss_crawler | [repository] [repository] New listing created: bknlje
2026-04-18 21:53:53 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:53 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 30/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/mbxmb.html
2026-04-18 21:53:56 | INFO     | ss_crawler | [repository] [repository] New listing created: mbxmb
2026-04-18 21:53:56 | INFO     | ss_crawler | [scraper] [scraper] ✨ NEW: Processed: new
2026-04-18 21:53:56 | INFO     | ss_crawler | [scraper] [scraper] 📄 Fetching category: https://www.ss.com/lv/electronics/computers/completing-pc/video/page2.html
2026-04-18 21:53:56 | INFO     | ss_crawler | [crawler] [crawler] Fetching category page: https://www.ss.com/lv/electronics/computers/completing-pc/video/page2.html
2026-04-18 21:54:00 | INFO     | ss_crawler | [parser] [parser] Found 30 listings on page
2026-04-18 21:54:00 | INFO     | ss_crawler | [scraper] [scraper] 🔍 Found 30 listings to process
2026-04-18 21:54:00 | INFO     | ss_crawler | [crawler] [crawler] Fetching listing 1/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/pcodp.html
