2026-04-11 18:05:05 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:05:05 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5432/ss_market
2026-04-11 18:05:05 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5432/ss_market
2026-04-11 18:05:05 | ERROR    | ss_crawler | [database] [database] Database transaction failed: (psycopg2.OperationalError) connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "crawler"

(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-04-11 18:05:54 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:05:54 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-11 18:05:54 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-11 18:05:54 | ERROR    | ss_crawler | [database] [database] Database transaction failed: cannot convert dictionary update sequence element #0 to a sequence
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:08:20 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-11 18:08:20 | INFO     | ss_crawler | [matcher] [matcher] GPUMatcher initialized with 627 GPUs
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 🎮 Loaded 627 GPU references
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-11 18:08:20 | INFO     | ss_crawler | [matcher] [matcher] GPUMatcher initialized with 627 GPUs
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 🎮 Loaded 627 GPU references
2026-04-11 18:08:20 | INFO     | ss_crawler | [scraper] [scraper] 🔍 Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bkmenc.html
2026-04-11 18:08:20 | INFO     | ss_crawler | [crawler] [crawler] Fetching single listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bkmenc.html
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:15:56 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-11 18:15:56 | INFO     | ss_crawler | [matcher] [matcher] GPUMatcher initialized with 627 GPUs
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 🎮 Loaded 627 GPU references
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 🚀 Initializing scraper...
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 📦 Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-11 18:15:56 | INFO     | ss_crawler | [matcher] [matcher] GPUMatcher initialized with 627 GPUs
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 🎮 Loaded 627 GPU references
2026-04-11 18:15:56 | INFO     | ss_crawler | [scraper] [scraper] 🔍 Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/video/bkmenc.html
