2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_scraper] Initializing SSD scraper...
2026-07-03 10:03:34 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2453 SSDs
2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_scraper] Loaded 2453 SSD references
2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_scraper] Starting SSD scraper from https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 10:03:34 | INFO     | ss_crawler | [ssd_scraper] Fetching page 1: https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 10:03:34 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 10:03:38 | INFO     | ss_crawler | [ssd_scraper] Found 32 listings on page 1, 32 new
2026-07-03 10:03:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bbbffd.html
2026-07-03 10:03:40 | INFO     | ss_crawler | [ssd_scraper] Matched bbbffd: ADATA SX6000 (100% confidence)
2026-07-03 10:03:40 | ERROR    | ss_crawler | [ssd_scraper] Error scraping listing bbbffd: compute_content_hash() takes 3 positional arguments but 4 were given
2026-07-03 10:03:40 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bbbffd.html
2026-07-03 10:03:43 | INFO     | ss_crawler | [ssd_scraper] Matched bbbffd: ADATA SX6000 (100% confidence)
2026-07-03 10:03:43 | ERROR    | ss_crawler | [ssd_scraper] Error scraping listing bbbffd: compute_content_hash() takes 3 positional arguments but 4 were given
2026-07-03 10:03:43 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bbbffd.html
2026-07-03 10:03:46 | INFO     | ss_crawler | [ssd_scraper] Matched bbbffd: ADATA SX6000 (100% confidence)
2026-07-03 10:03:46 | ERROR    | ss_crawler | [ssd_scraper] Error scraping listing bbbffd: compute_content_hash() takes 3 positional arguments but 4 were given
2026-07-03 10:03:46 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgmdfx.html
2026-07-03 10:03:50 | INFO     | ss_crawler | [ssd_scraper] No match for cgmdfx: Intenso 512Gb Ssd disks piemērots klēpjdatoriem un
2026-07-03 10:03:50 | ERROR    | ss_crawler | [ssd_scraper] Error scraping listing cgmdfx: compute_content_hash() takes 3 positional arguments but 4 were given
2026-07-03 10:03:50 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cckeii.html
2026-07-03 10:03:52 | INFO     | ss_crawler | [ssd_scraper] Matched cckeii: Samsung T9 (100% confidence)
2026-07-03 10:03:52 | ERROR    | ss_crawler | [ssd_scraper] Error scraping listing cckeii: compute_content_hash() takes 3 positional arguments but 4 were given
2026-07-03 10:03:52 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/mecfg.html
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_scraper] Initializing SSD scraper...
2026-07-03 11:22:49 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2453 SSDs
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_scraper] Loaded 2453 SSD references
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_scraper] Starting SSD scraper from https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 11:22:49 | INFO     | ss_crawler | [ssd_scraper] Fetching page 1: https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 11:22:49 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/ssd/
2026-07-03 11:22:52 | INFO     | ss_crawler | [ssd_scraper] Found 32 listings on page 1, 32 new
2026-07-03 11:22:52 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bbbffd.html
2026-07-03 11:22:54 | INFO     | ss_crawler | [ssd_scraper] Matched bbbffd: ADATA SX6000 (100% confidence)
2026-07-03 11:22:54 | INFO     | ss_crawler | [ssd_scraper] 🔄 bbbffd: Updated (title, description)
2026-07-03 11:22:54 | INFO     | ss_crawler | [image_downloader] Downloaded image for bbbffd (stored as bbbffd_c23e5c51.jpg)
2026-07-03 11:22:54 | INFO     | ss_crawler | [ssd_scraper] Image saved locally: bbbffd_c23e5c51.jpg
2026-07-03 11:22:54 | INFO     | ss_crawler | [ssd_scraper] Updated local_image_path in DB: True
2026-07-03 11:22:54 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bbbffd.html
2026-07-03 11:22:57 | INFO     | ss_crawler | [ssd_scraper] Matched bbbffd: ADATA SX6000 (100% confidence)
2026-07-03 11:22:57 | INFO     | ss_crawler | [ssd_scraper] 🔄 bbbffd: Updated (content)
